Significant,pvalue,Difference,Protein.Group,Protein.Ids,Protein.Names,Genes
+,1.738771114,-2.655451139,Q9BQC6,Q9BQC6,RT63_HUMAN,MRPL57
+,1.316596909,-2.692485809,P02533,P02533;Q6IFX2,K1C14_HUMAN,KRT14
+,1.912029908,-2.718220393,P35908,P35908;P35908v2,K22E_HUMAN,KRT2
+,3.892669808,-2.776401838,Q92614;Q92614-3;Q92614-4,Q92614;Q92614-3;Q92614-4,MY18A_HUMAN,MYO18A
+,2.389757254,-2.791261355,Q3SY84;Q7RTS7;Q86Y46;Q86Y46-2,Q14CN4;Q14CN4-1;Q14CN4-2;Q14CN4-3;Q32MB2;Q3SY84;Q6IME9;Q7RTS7;Q86Y46;Q86Y46-2,K2C71_HUMAN;K2C73_HUMAN;K2C74_HUMAN,KRT71;KRT73;KRT74
+,3.46641117,-2.813677788,Q96SB3,Q96SB3,NEB2_HUMAN,PPP1R9B
+,1.164279303,-2.8325634,Q9NV88;Q9NV88-2;Q9NV88-3,Q9NV88;Q9NV88-2;Q9NV88-3,INT9_HUMAN,INTS9
+,1.331263412,-2.839258194,Q86WX3,Q86WX3,AROS_HUMAN,RPS19BP1
+,1.963301323,-2.860943476,P35527,P35527,K1C9_HUMAN,KRT9
+,2.972707731,-2.893780708,Q9Y388,Q9Y388,RBMX2_HUMAN,RBMX2
+,1.780617091,-2.919247627,Q08554-2,Q08554;Q08554-2,DSC1_HUMAN,DSC1
+,0.866522507,-2.92083327,P02538,P02538;P04259;P48668,K2C6A_HUMAN,KRT6A
+,1.918408058,-2.944787025,Q07666;Q07666-2,Q07666;Q07666-2,KHDR1_HUMAN,KHDRBS1
+,1.273310136,-3.067921638,Q7Z794,Q7Z794,K2C1B_HUMAN,KRT77
+,1.929081528,-3.094175975,Q5T749,Q5T749,KPRP_HUMAN,KPRP
+,1.03058791,-3.09599177,P08779,P08779,K1C16_HUMAN,KRT16
+,1.220943052,-3.283087095,P29508,P29508;P29508-2,SPB3_HUMAN,SERPINB3
+,3.375085004,-3.348253886,P61244;P61244-2,P61244;P61244-2,MAX_HUMAN,MAX
+,1.240029496,-3.359842936,P04259,P04259;P48668,K2C6B_HUMAN,KRT6B
+,2.960082416,-3.395835241,O75121;O75121-2;P55082;P55082-2,O75121;O75121-2;P55082;P55082-2,MFA3L_HUMAN;MFAP3_HUMAN,MFAP3;MFAP3L
+,3.890275586,-3.449303945,Q8N9M1;Q8N9M1-2,Q8N9M1;Q8N9M1-2;Q8N9M1-3,CS047_HUMAN,C19orf47
+,1.872501091,-3.96758016,Q96P63;Q96P63-2,Q96P63;Q96P63-2,SPB12_HUMAN,SERPINB12
,0.444672255,2.0897096,Q13315,Q13315,ATM_HUMAN,ATM
,0.570666545,1.772469203,Q12968;Q12968-2;Q12968-3;Q12968-4;Q12968-5;Q12968-6,Q12968;Q12968-2;Q12968-3;Q12968-4;Q12968-5;Q12968-6,NFAC3_HUMAN,NFATC3
,0.692836033,1.562454224,Q6ZN04,A1L020;Q5U5Q3;Q6ZN04;Q86XN8;Q86XN8-2;Q86XN8-3,MEX3B_HUMAN,MEX3B
,0.48457147,1.498092333,P07919,P07919,QCR6_HUMAN,UQCRH
,0.512274549,1.444428762,Q7Z3E5;Q7Z3E5-2,Q7Z3E5;Q7Z3E5-2,ARMC9_HUMAN,ARMC9
,0.549063325,1.385565122,Q9C0F1;Q9C0F1-2,Q9C0F1;Q9C0F1-2,CEP44_HUMAN,CEP44
,0.51204361,1.374803543,Q96IU4,Q96IU4,ABHEB_HUMAN,ABHD14B
,0.708973958,1.322809855,Q9Y3Q8,Q9Y3Q8,T22D4_HUMAN,SPACDR
,0.589809918,1.310512543,Q8NBP0,Q8NBP0,TTC13_HUMAN,TTC13
,0.484109123,1.244309107,Q5T6V5,Q5T6V5,QNG1_HUMAN,QNG1
,0.554834594,1.228199641,O14531,O14531,DPYL4_HUMAN,DPYSL4
,0.418986082,1.217128754,P27448;P27448-2;P27448-3;P27448-4;P27448-6;P27448-7;P27448-8,P27448;P27448-2;P27448-3;P27448-4;P27448-6;P27448-7;P27448-8,MARK3_HUMAN,MARK3
,0.730129331,1.215778987,Q07812-5,Q07812;Q07812-2;Q07812-5;Q07812-7;Q07812-8,BAX_HUMAN,BAX
,0.525143542,1.21137619,Q9BSR8,Q9BSR8,YIPF4_HUMAN,YIPF4
,0.30259419,1.188025157,Q86SE5;Q86SE5-3,Q86SE5;Q86SE5-3,RALYL_HUMAN,RALYL
,0.697724842,1.183176994,Q8IWV7,Q8IWV7;Q8IWV7-2,UBR1_HUMAN,UBR1
,0.498600426,1.174811999,O75446,O75446,SAP30_HUMAN,SAP30
,0.312521618,1.157423655,Q96PC5;Q96PC5-10;Q96PC5-11;Q96PC5-12;Q96PC5-13;Q96PC5-14;Q96PC5-6;Q96PC5-7;Q96PC5-9,Q96PC5;Q96PC5-10;Q96PC5-11;Q96PC5-12;Q96PC5-13;Q96PC5-14;Q96PC5-5;Q96PC5-6;Q96PC5-7;Q96PC5-8;Q96PC5-9;Q96RT6,MIA2_HUMAN,MIA2
,0.532992918,1.155386289,Q9UEU0,Q9UEU0;Q9UEU0-2,VTI1B_HUMAN,VTI1B
,0.580769279,1.108540853,Q9BYM8;Q9BYM8-3,Q9BYM8;Q9BYM8-3;Q9BYM8-4,HOIL1_HUMAN,RBCK1
,0.632264637,1.07169946,Q2KHT3;Q2KHT3-2,Q2KHT3;Q2KHT3-2,CL16A_HUMAN,CLEC16A
,0.570164064,1.067927043,Q9H7D0,Q9H7D0,DOCK5_HUMAN,DOCK5
,0.676717287,1.060218811,Q32NB8;Q32NB8-2,Q32NB8;Q32NB8-2;Q32NB8-3,PGPS1_HUMAN,PGS1
,0.674248391,1.050268173,O95405;O95405-2,O95405;O95405-2,ZFYV9_HUMAN,ZFYVE9
,0.640814445,1.045646032,P10746,P10746,HEM4_HUMAN,UROS
,0.684829759,1.043653488,Q8NDV7;Q8NDV7-2;Q8NDV7-5;Q8NDV7-6,Q8NDV7;Q8NDV7-2;Q8NDV7-5;Q8NDV7-6;Q9HCJ0;Q9HCJ0-2,TNR6A_HUMAN,TNRC6A
,0.517434521,1.022260348,Q9NQE9,Q9NQE9,HINT3_HUMAN,HINT3
,0.351902794,1.016735395,Q13496,Q13496;Q13496-2,MTM1_HUMAN,MTM1
,0.744776911,0.979001681,A6QL63;A6QL63-2;A6QL63-3,A6QL63;A6QL63-2;A6QL63-3,ABTB3_HUMAN,ABTB3
,0.527969255,0.977578481,Q8N0U8,Q8N0U8,VKORL_HUMAN,VKORC1L1
,0.255697715,0.967543602,Q96IZ5;Q96IZ5-2,Q96IZ5;Q96IZ5-2;Q96IZ5-3,RBM41_HUMAN,RBM41
,0.596426903,0.963405927,Q7RTN6;Q7RTN6-2;Q7RTN6-3;Q7RTN6-4;Q7RTN6-5;Q7RTN6-6,Q7RTN6;Q7RTN6-2;Q7RTN6-3;Q7RTN6-4;Q7RTN6-5;Q7RTN6-6,STRAA_HUMAN,STRADA
,0.424702875,0.939713478,Q14CS0,Q14CS0,UBX2B_HUMAN,UBXN2B
,0.306433154,0.934196154,Q9H7Z3,Q9H7Z3,NRDE2_HUMAN,NRDE2
,0.700015628,0.931631724,Q7Z4H3;Q7Z4H3-2,Q7Z4H3;Q7Z4H3-2,HDDC2_HUMAN,HDDC2
,0.601949946,0.90574042,Q10469,Q10469,MGAT2_HUMAN,MGAT2
,0.749851075,0.902921677,Q92851-2;Q92851-5,Q92851-2;Q92851-5,CASPA_HUMAN,CASP10
,0.691341036,0.90057977,Q8IWU2,Q8IWU2,LMTK2_HUMAN,LMTK2
,0.730491051,0.88573583,O00625,O00625,PIR_HUMAN,PIR
,0.515772271,0.876368205,Q14161;Q14161-10;Q14161-11;Q14161-3;Q14161-4;Q14161-5;Q14161-6;Q14161-7;Q14161-8;Q14161-9,Q14161;Q14161-10;Q14161-11;Q14161-2;Q14161-3;Q14161-4;Q14161-5;Q14161-6;Q14161-7;Q14161-8;Q14161-9,GIT2_HUMAN,GIT2
,0.356035432,0.867298762,O00629,O00629,IMA3_HUMAN,KPNA4
,0.269703691,0.847890218,Q7Z7C8;Q7Z7C8-2;Q7Z7C8-4,Q7Z7C8;Q7Z7C8-2;Q7Z7C8-4,TAF8_HUMAN,TAF8
,0.465406332,0.836236,Q9GZN7,Q9GZN7,ROGDI_HUMAN,ROGDI
,0.444959984,0.828208605,Q9NZC9,Q9NZC9,SMAL1_HUMAN,SMARCAL1
,0.300498308,0.813848495,O00148,O00148;O00148-2;O00148-3,DX39A_HUMAN,DDX39A
,0.642467542,0.808332125,O60879;O60879-2;O60879-3,O60879;O60879-2;O60879-3,DIAP2_HUMAN,DIAPH2
,0.747253821,0.802171707,Q8IZ81,Q8IZ81,ELMD2_HUMAN,ELMOD2
,0.605937362,0.795549075,Q9NZV5;Q9NZV5-2,Q9NZV5;Q9NZV5-2,SELN_HUMAN,SELENON
,0.682361616,0.795317014,Q6UW02;Q6UW02-2,Q6UW02;Q6UW02-2,CP20A_HUMAN,CYP20A1
,0.726083385,0.788078626,Q5SQI0;Q5SQI0-2;Q5SQI0-3;Q5SQI0-4;Q5SQI0-5;Q5SQI0-6;Q5SQI0-7,Q5SQI0;Q5SQI0-2;Q5SQI0-3;Q5SQI0-4;Q5SQI0-5;Q5SQI0-6;Q5SQI0-7,ATAT_HUMAN,ATAT1
,0.557141466,0.775880178,O60318,O60318,GANP_HUMAN,MCM3AP
,0.727558002,0.763768832,Q8N6Q8,Q8N6Q8,MET25_HUMAN,METTL25
,0.600657706,0.758488973,O95628;O95628-10;O95628-2;O95628-3;O95628-4;O95628-5;O95628-6;O95628-7;O95628-8;O95628-9,O95628;O95628-10;O95628-2;O95628-3;O95628-4;O95628-5;O95628-6;O95628-7;O95628-8;O95628-9,CNOT4_HUMAN,CNOT4
,0.633430093,0.737414042,P31483;P31483-2;P31483-3,P31483;P31483-2;P31483-3,TIA1_HUMAN,TIA1
,0.441514778,0.732851664,P14854,P14854,CX6B1_HUMAN,COX6B1
,0.803511496,0.726160049,P48507,P48507,GSH0_HUMAN,GCLM
,0.660214285,0.71439743,Q8TEA7;Q8TEA7-2;Q8TEA7-3,Q8TEA7;Q8TEA7-2;Q8TEA7-3,TBCK_HUMAN,TBCK
,0.293861059,0.708943367,Q96I51;Q96I51-2;Q96I51-3,Q96I51;Q96I51-2;Q96I51-3,RCC1L_HUMAN,RCC1L
,0.535690368,0.707636515,O95630;O95630-2,O95630;O95630-2,STABP_HUMAN,STAMBP
,0.574560466,0.70470651,P98174,P98174,FGD1_HUMAN,FGD1
,0.693474752,0.70457236,Q12980,Q12980,NPRL3_HUMAN,NPRL3
,0.76553211,0.688571612,O95470,O95470,SGPL1_HUMAN,SGPL1
,0.527072026,0.684191704,Q9H4B6,Q9H4B6,SAV1_HUMAN,SAV1
,0.502108266,0.68343099,Q8TC71;Q8TC71-2,Q8TC71;Q8TC71-2,MIEAP_HUMAN,SPATA18
,0.511568556,0.678911845,O14773;O14773-2,O14773;O14773-2,TPP1_HUMAN,TPP1
,0.762289784,0.678766569,Q9HAU4,Q9HAU4;Q9HCE7;Q9HCE7-2,SMUF2_HUMAN,SMURF2
,0.321463055,0.669744492,Q8N3F8,Q8N3F8,MILK1_HUMAN,MICALL1
,0.332972718,0.665377617,Q8IWL3,Q8IWL3,HSC20_HUMAN,HSCB
,0.310265187,0.655606906,P51795;P51795-1,P51795;P51795-1,CLCN5_HUMAN,CLCN5
,0.18447396,0.650538127,O14519;O14519-2,O14519;O14519-2,CDKA1_HUMAN,CDK2AP1
,0.377584219,0.649493535,Q96EF9;Q96K31,Q96EF9;Q96K31,CH076_HUMAN;ZHX1R_HUMAN,C8orf76;ZHX1-C8orf76
,0.75408664,0.638671239,Q9NXG0;Q9NXG0-2,Q9NXG0;Q9NXG0-2;Q9NXG0-3,CNTLN_HUMAN,CNTLN
,0.767803623,0.627026876,Q5T9S5;Q5T9S5-2,Q5T9S5;Q5T9S5-2,CCD18_HUMAN,CCDC18
,0.20403387,0.625845909,Q6IQ23;Q6IQ23-2,Q6IQ23;Q6IQ23-2,PKHA7_HUMAN,PLEKHA7
,0.544271611,0.625311534,P62140,P62140,PP1B_HUMAN,PPP1CB
,0.72318468,0.62471199,P45877,P45877,PPIC_HUMAN,PPIC
,0.774591788,0.622211138,P12270,P12270;P12270-2,TPR_HUMAN,TPR
,0.68480483,0.620193164,O94804,O94804,STK10_HUMAN,STK10
,0.61826025,0.619636854,Q6ZRP7,Q6ZRP7,QSOX2_HUMAN,QSOX2
,0.518591876,0.613651594,O60664;O60664-3;O60664-4,O60664;O60664-3;O60664-4,PLIN3_HUMAN,PLIN3
,0.443689532,0.612131437,Q9NX46,Q9NX46,ADPRS_HUMAN,ADPRS
,0.29241861,0.601888339,P08183;P08183-2,P08183;P08183-2,MDR1_HUMAN,ABCB1
,0.847522325,0.595813115,Q9UL40;Q9UL40-2;Q9UL40-3,Q9UL40;Q9UL40-2;Q9UL40-3,ZN346_HUMAN,ZNF346
,0.842113649,0.594590505,Q5JS54;Q5JS54-2;Q5JS54-3,Q5JS54;Q5JS54-2;Q5JS54-3,PSMG4_HUMAN,PSMG4
,0.305358343,0.594574293,Q9UPQ7,Q9UPQ7,PZRN3_HUMAN,PDZRN3
,0.258929682,0.588777542,Q86X10-3,Q86X10-3,RLGPB_HUMAN,RALGAPB
,0.437962458,0.587675412,Q8NG27;Q8NG27-3,Q8NG27;Q8NG27-3,PJA1_HUMAN,PJA1
,0.3659462,0.576166789,Q9P2X0;Q9P2X0-2,Q9P2X0;Q9P2X0-2,DPM3_HUMAN,DPM3
,0.734941316,0.574865977,Q6NUQ1,Q6NUQ1,RINT1_HUMAN,RINT1
,0.264589352,0.574636777,O75695,O75695,XRP2_HUMAN,RP2
,0.66028357,0.571155866,O94830,O94830,DDHD2_HUMAN,DDHD2
,0.553378755,0.570688566,O15040;O15040-2,O15040;O15040-2,TCPR2_HUMAN,TECPR2
,0.455972782,0.569600423,Q86VQ6,Q86VQ6,TRXR3_HUMAN,TXNRD3
,0.652097067,0.565319379,Q9UHJ6,Q9UHJ6,SHPK_HUMAN,SHPK
,0.578908412,0.562188148,P50583,P50583,AP4A_HUMAN,NUDT2
,0.413208079,0.561390559,Q6GMV2,Q6GMV2,SMYD5_HUMAN,SMYD5
,0.288778524,0.557500839,Q9NQ89,Q9NQ89,CL004_HUMAN,C12orf4
,0.840370225,0.557243665,Q96BW5;Q96BW5-2,Q96BW5;Q96BW5-2,PTER_HUMAN,PTER
,0.543358891,0.556327184,Q9NYB9;Q9NYB9-2;Q9NYB9-4,Q9NYB9;Q9NYB9-2;Q9NYB9-4,ABI2_HUMAN,ABI2
,0.616002329,0.554619471,Q9UPM8;Q9UPM8-2,Q9UPM8;Q9UPM8-2,AP4E1_HUMAN,AP4E1
,0.441655911,0.554244359,Q9BUN8;Q9BUN8-2,Q9BUN8;Q9BUN8-2,DERL1_HUMAN,DERL1
,0.843177369,0.55037117,P62714,P62714,PP2AB_HUMAN,PPP2CB
,0.801018172,0.543634097,P42694,P42694;P42694-2,HELZ_HUMAN,HELZ
,0.534178109,0.541324615,Q8WTW4,Q8WTW4,NPRL2_HUMAN,NPRL2
,0.774414564,0.541002591,Q86WQ0;Q86WQ0-2,Q86WQ0;Q86WQ0-2,NR2CA_HUMAN,NR2C2AP
,0.708997309,0.540585836,Q96GS4,Q96GS4,BORC6_HUMAN,BORCS6
,0.286092211,0.538393656,Q9Y2G2,Q9Y2G2;Q9Y2G2-3;Q9Y2G2-6,CARD8_HUMAN,CARD8
,0.353795488,0.537513097,Q99576;Q99576-3;Q99576-5,Q99576;Q99576-3;Q99576-5,T22D3_HUMAN,TSC22D3
,0.246501726,0.532907804,Q9H553,Q9H553,ALG2_HUMAN,ALG2
,0.308085378,0.532037417,Q9BRT3,Q9BRT3,MIEN1_HUMAN,MIEN1
,0.796049686,0.531321843,Q7L1V2,Q7L1V2;Q7L1V2-2,MON1B_HUMAN,MON1B
,0.60700053,0.528190613,Q8IZP0;Q8IZP0-10;Q8IZP0-2;Q8IZP0-3;Q8IZP0-4;Q8IZP0-5;Q8IZP0-6;Q8IZP0-7;Q8IZP0-8;Q8IZP0-9,Q8IZP0;Q8IZP0-10;Q8IZP0-11;Q8IZP0-12;Q8IZP0-2;Q8IZP0-3;Q8IZP0-4;Q8IZP0-5;Q8IZP0-6;Q8IZP0-7;Q8IZP0-8;Q8IZP0-9;Q9NYB9;Q9NYB9-2;Q9NYB9-3;Q9NYB9-4,ABI1_HUMAN,ABI1
,0.391164884,0.522435188,Q6NUP7,Q6NUP7,PP4R4_HUMAN,PPP4R4
,0.866088029,0.515585264,Q15274,Q15274,NADC_HUMAN,QPRT
,0.229863385,0.51374054,Q99735;Q99735-2,Q99735;Q99735-2,MGST2_HUMAN,MGST2
,0.817082143,0.510972341,Q14671;Q14671-2;Q14671-3,Q14671;Q14671-2;Q14671-3;Q14671-4;Q8TB72;Q8TB72-2;Q8TB72-3;Q8TB72-4,PUM1_HUMAN,PUM1
,0.293423325,0.508651098,Q9NXX6,Q9NXX6,NSE4A_HUMAN,NSMCE4A
,0.40679161,0.504024824,Q6P1N0-2,Q6P1N0-2,C2D1A_HUMAN,CC2D1A
,0.754567469,0.503766378,P04083,P04083,ANXA1_HUMAN,ANXA1
,0.424397076,0.503583272,Q9NQZ5,Q9NQZ5,STAR7_HUMAN,STARD7
,0.612568538,0.498239517,Q9Y3S2,Q9Y3S2,ZN330_HUMAN,ZNF330
,0.772903988,0.494197845,Q7Z6J8,Q7Z6J8,UBE3D_HUMAN,UBE3D
,0.379316698,0.493131955,Q8IWT6,Q8IWT6,LRC8A_HUMAN,LRRC8A
,0.88260927,0.492734273,Q93045;Q93045-2,Q93045;Q93045-2,STMN2_HUMAN,STMN2
,0.893503952,0.484237353,O14907,O14907,TX1B3_HUMAN,TAX1BP3
,0.784883339,0.476962407,P56134;P56134-2,P56134;P56134-2,ATPK_HUMAN,ATP5MF
,0.291666379,0.476620992,Q86X40;Q86X40-2;Q86X40-3,Q86X40;Q86X40-2;Q86X40-3,LRC28_HUMAN,LRRC28
,0.893119486,0.472661972,Q5EBL8;Q5EBL8-2,Q5EBL8;Q5EBL8-2,PDZ11_HUMAN,PDZD11
,0.7867203,0.472084045,Q13637,Q13637,RAB32_HUMAN,RAB32
,0.371428201,0.47182401,Q13485,Q13485,SMAD4_HUMAN,SMAD4
,0.495387947,0.471789678,Q9UIM3,Q9UIM3,FKBPL_HUMAN,FKBPL
,0.732710034,0.467416445,Q9HD15,Q9HD15,SRA1_HUMAN,SRA1
,0.925213741,0.467306137,Q6NZ67;Q6P582,Q6NZ67;Q6P582,MZT2A_HUMAN;MZT2B_HUMAN,MZT2A;MZT2B
,0.31510322,0.464819908,O76074;O76074-2,O76074;O76074-2,PDE5A_HUMAN,PDE5A
,0.13589035,0.46122392,Q96CM3;Q96CM3-2,Q96CM3;Q96CM3-2,RUSD4_HUMAN,RPUSD4
,0.442876326,0.458519618,O14929,O14929;O14929-2,HAT1_HUMAN,HAT1
,0.1731884,0.455984116,Q8WVC6,Q8WVC6,DCAKD_HUMAN,DCAKD
,0.714409501,0.452654839,Q9HAW4;Q9HAW4-2,Q9HAW4;Q9HAW4-2;Q9HAW4-3,CLSPN_HUMAN,CLSPN
,0.91748335,0.45017306,Q9UQB8;Q9UQB8-2;Q9UQB8-3;Q9UQB8-4;Q9UQB8-5;Q9UQB8-6,Q9UQB8;Q9UQB8-2;Q9UQB8-3;Q9UQB8-4;Q9UQB8-5;Q9UQB8-6,BAIP2_HUMAN,BAIAP2
,0.229952731,0.4493529,Q8IVH8;Q8IVH8-2;Q8IVH8-3,Q8IVH8;Q8IVH8-2;Q8IVH8-3,M4K3_HUMAN,MAP4K3
,0.383573915,0.449206034,Q9UHQ1;Q9UHQ1-2;Q9UHQ1-3;Q9UHQ1-4,Q9UHQ1;Q9UHQ1-2;Q9UHQ1-3;Q9UHQ1-4,NARF_HUMAN,NARF
,0.929151318,0.447128296,Q9UK41;Q9UK41-2,Q9UK41;Q9UK41-2,VPS28_HUMAN,VPS28
,0.437505067,0.445439021,Q7Z3D4,Q7Z3D4,LYSM3_HUMAN,LYSMD3
,0.850057672,0.444188436,O00560;O00560-2;O00560-3,O00560;O00560-2;O00560-3,SDCB1_HUMAN,SDCBP
,0.218434179,0.443674088,O43293,O43293,DAPK3_HUMAN,DAPK3
,0.327914792,0.441735903,Q9BPX7;Q9BPX7-2,Q9BPX7;Q9BPX7-2,CG025_HUMAN,C7orf25
,0.565722701,0.441310883,Q56VL3,Q56VL3,OCAD2_HUMAN,OCIAD2
,0.873267325,0.440841675,P18077,P18077,RL35A_HUMAN,RPL35A
,0.542149079,0.436702728,Q9UBT7;Q9UBT7-2,Q9UBT7;Q9UBT7-2;Q9UBT7-3,CTNL1_HUMAN,CTNNAL1
,0.652294231,0.435699463,Q9Y4P1;Q9Y4P1-2;Q9Y4P1-4;Q9Y4P1-6,Q9Y4P1;Q9Y4P1-2;Q9Y4P1-4;Q9Y4P1-6,ATG4B_HUMAN,ATG4B
,0.972931236,0.433442434,O43772,O43772,MCAT_HUMAN,SLC25A20
,0.581033887,0.431135496,P04424;P04424-2;P04424-3,P04424;P04424-2;P04424-3,ARLY_HUMAN,ASL
,0.851572732,0.429517746,Q96PY6;Q96PY6-2;Q96PY6-3;Q96PY6-6,Q96PY6;Q96PY6-2;Q96PY6-3;Q96PY6-4;Q96PY6-5;Q96PY6-6,NEK1_HUMAN,NEK1
,0.591956677,0.42899545,Q9P1F3,Q9P1F3,ABRAL_HUMAN,ABRACL
,0.890512116,0.428407669,Q8IWA4,Q8IWA4,MFN1_HUMAN,MFN1
,0.899013314,0.423715591,P00918,P00918,CAH2_HUMAN,CA2
,0.275703779,0.419688543,Q02224;Q02224-3,Q02224;Q02224-3,CENPE_HUMAN,CENPE
,0.934568661,0.418992996,Q9NQC8;Q9NQC8-2,Q9NQC8;Q9NQC8-2,IFT46_HUMAN,IFT46
,0.895401534,0.418831189,Q9UET6;Q9UET6-2,Q9UET6;Q9UET6-2,TRM7_HUMAN,FTSJ1
,0.931716974,0.418343544,O60499;O60499-2,O60499;O60499-2,STX10_HUMAN,STX10
,0.849009832,0.416592916,Q15833;Q15833-2;Q15833-3,Q15833;Q15833-2;Q15833-3,STXB2_HUMAN,STXBP2
,0.971214277,0.416190147,O43347,O43347,MSI1H_HUMAN,MSI1
,0.540166135,0.415027301,Q9NWL6,Q9NWL6,ASND1_HUMAN,ASNSD1
,0.710365505,0.414248466,Q8N668,Q8N668,COMD1_HUMAN,COMMD1
,0.97167994,0.413417816,Q68EM7;Q68EM7-2;Q68EM7-5;Q68EM7-6,Q68EM7;Q68EM7-2;Q68EM7-4;Q68EM7-5;Q68EM7-6,RHG17_HUMAN,ARHGAP17
,0.860080536,0.412693659,Q99598,Q99598,TSNAX_HUMAN,TSNAX
,0.626668388,0.411785126,Q53S58,Q53S58,TM177_HUMAN,TMEM177
,0.275193993,0.41015021,Q99805,Q99805,TM9S2_HUMAN,TM9SF2
,0.890267557,0.409557978,Q96I24,Q96I24;Q96I24-2,FUBP3_HUMAN,FUBP3
,0.93189362,0.407861074,Q9NZ52;Q9NZ52-4,Q9NZ52;Q9NZ52-2;Q9NZ52-3;Q9NZ52-4,GGA3_HUMAN,GGA3
,0.716659554,0.40611585,Q9BQ90,Q9BQ90,KLDC3_HUMAN,KLHDC3
,0.543503186,0.405947367,Q9NQ31;Q9NQ31-2;Q9NQ31-3,Q9NQ31;Q9NQ31-2;Q9NQ31-3,AKIP1_HUMAN,AKIP1
,0.862565431,0.405284246,O94808,O94808,GFPT2_HUMAN,GFPT2
,0.995215076,0.405145009,Q8IWF6,Q8IWF6,DEN6A_HUMAN,DENND6A
,0.35648778,0.402722994,Q8IZQ5,Q8IZQ5,SELH_HUMAN,SELENOH
,0.651633668,0.402195295,Q92930,Q92930,RAB8B_HUMAN,RAB8B
,0.960852862,0.399287542,Q96NW4,Q96NW4,ANR27_HUMAN,ANKRD27
,0.308183934,0.396396637,Q9UL18,Q9H9G7;Q9H9G7-2;Q9HCK5;Q9UL18,AGO1_HUMAN,AGO1
,0.154903536,0.396213531,Q9NS69,Q9NS69,TOM22_HUMAN,TOMM22
,0.426997799,0.39491876,Q15526;Q15526-2,Q15526;Q15526-2,SURF1_HUMAN,SURF1
,0.346403741,0.386638006,P68106;P68106-2,P68106;P68106-2,FKB1B_HUMAN,FKBP1B
,0.847152894,0.385579427,O60504;O60504-2,O60504;O60504-2,VINEX_HUMAN,SORBS3
,0.559051004,0.384771983,Q8WV92,Q8WV92,MITD1_HUMAN,MITD1
,0.367789494,0.382130623,O94952;O94952-1,O94952;O94952-1,FBX21_HUMAN,FBXO21
,0.392282412,0.3810215,O95817,O95817,BAG3_HUMAN,BAG3
,0.730585063,0.38053894,P42574,P42574,CASP3_HUMAN,CASP3
,0.813047915,0.380259196,O15357,O15357;O15357-2,SHIP2_HUMAN,INPPL1
,0.225198632,0.378253937,P17706;P17706-2;P17706-3;P17706-4,P17706;P17706-2;P17706-3;P17706-4,PTN2_HUMAN,PTPN2
,0.910886578,0.378240585,Q9H3Q1;Q9H3Q1-2,Q9H3Q1;Q9H3Q1-2,BORG4_HUMAN,CDC42EP4
,0.134408895,0.377740542,P62070;P62070-4,P10301;P62070;P62070-4,RRAS2_HUMAN,RRAS2
,0.636368515,0.376210531,Q9H4I3,Q9H4I3,TRABD_HUMAN,TRABD
,0.401713948,0.374196053,Q9H8K7,Q9H8K7,PAAT_HUMAN,PAAT
,0.322006684,0.374072075,Q92844,Q92844,TANK_HUMAN,TANK
,0.446949855,0.373656909,Q96NT0,Q96NT0,CC115_HUMAN,CCDC115
,0.829516191,0.372664134,Q8WWM7,Q8WWM7;Q8WWM7-2;Q8WWM7-3;Q8WWM7-4;Q8WWM7-5;Q8WWM7-6;Q8WWM7-7;Q8WWM7-8;Q8WWM7-9,ATX2L_HUMAN,ATXN2L
,0.51925974,0.370294571,O94955,O94955,RHBT3_HUMAN,RHOBTB3
,1.006114946,0.370170911,P37287,P37287;P37287-2;P37287-3,PIGA_HUMAN,PIGA
,0.752572678,0.369225502,Q9HBI1;Q9HBI1-2;Q9HBI1-3,Q9HBI1;Q9HBI1-2;Q9HBI1-3,PARVB_HUMAN,PARVB
,0.74665293,0.366804441,Q5I0X7,Q5I0X7,TTC32_HUMAN,TTC32
,0.589081062,0.366797447,Q9NYV6;Q9NYV6-2;Q9NYV6-3,Q9NYV6;Q9NYV6-2;Q9NYV6-3,RRN3_HUMAN,RRN3
,1.037093391,0.366650899,P48739;P48739-2;P48739-3,P48739;P48739-2;P48739-3,PIPNB_HUMAN,PITPNB
,0.179660974,0.366233508,Q99633,Q99633,PRP18_HUMAN,PRPF18
,0.202807414,0.365663846,Q8NBR6;Q8NBR6-2,Q8NBR6;Q8NBR6-2,MINY2_HUMAN,MINDY2
,0.124155706,0.365401586,Q96RU2;Q96RU2-2;Q96RU2-3,Q96RU2;Q96RU2-2;Q96RU2-3,UBP28_HUMAN,USP28
,0.974856709,0.364901861,Q12834,Q12834,CDC20_HUMAN,CDC20
,0.525975936,0.3648386,Q8TE77;Q8TE77-2;Q8TE77-3,Q8TE77;Q8TE77-2;Q8TE77-3,SSH3_HUMAN,SSH3
,0.789132072,0.362307866,Q9NVR2,Q9NVR2,INT10_HUMAN,INTS10
,0.723460268,0.360691071,P53992,P53992,SC24C_HUMAN,SEC24C
,0.868792592,0.360181808,Q96BD8;Q96BD8-2,Q96BD8;Q96BD8-2,SKA1_HUMAN,SKA1
,1.041064524,0.360097249,P49354,P49354;P49354-2,FNTA_HUMAN,FNTA
